@RELATION misuseSSH-PatatorTestingData

@ATTRIBUTE FlowDuration NUMERIC
@ATTRIBUTE TotalFwdPackets NUMERIC
@ATTRIBUTE TotalBackwardPackets NUMERIC
@ATTRIBUTE TotalLengthofFwdPackets NUMERIC
@ATTRIBUTE TotalLengthofBwdPackets NUMERIC
@ATTRIBUTE FwdPacketLengthMax NUMERIC
@ATTRIBUTE FwdPacketLengthMin NUMERIC
@ATTRIBUTE FwdPacketLengthMean NUMERIC
@ATTRIBUTE FwdPacketLengthStd NUMERIC
@ATTRIBUTE BwdPacketLengthMax NUMERIC
@ATTRIBUTE BwdPacketLengthMin NUMERIC
@ATTRIBUTE BwdPacketLengthMean NUMERIC
@ATTRIBUTE BwdPacketLengthStd NUMERIC
@ATTRIBUTE FlowBytes/s NUMERIC
@ATTRIBUTE FlowPackets/s NUMERIC
@ATTRIBUTE FlowIATMean NUMERIC
@ATTRIBUTE FlowIATStd NUMERIC
@ATTRIBUTE FlowIATMax NUMERIC
@ATTRIBUTE FlowIATMin NUMERIC
@ATTRIBUTE FwdIATTotal NUMERIC
@ATTRIBUTE FwdIATMean NUMERIC
@ATTRIBUTE FwdIATStd NUMERIC
@ATTRIBUTE FwdIATMax NUMERIC
@ATTRIBUTE FwdIATMin NUMERIC
@ATTRIBUTE BwdIATTotal NUMERIC
@ATTRIBUTE BwdIATMean NUMERIC
@ATTRIBUTE BwdIATStd NUMERIC
@ATTRIBUTE BwdIATMax NUMERIC
@ATTRIBUTE BwdIATMin NUMERIC
@ATTRIBUTE FwdPSHFlags NUMERIC
@ATTRIBUTE BwdPSHFlags NUMERIC
@ATTRIBUTE FwdURGFlags NUMERIC
@ATTRIBUTE BwdURGFlags NUMERIC
@ATTRIBUTE FwdHeaderLength NUMERIC
@ATTRIBUTE BwdHeaderLength NUMERIC
@ATTRIBUTE FwdPackets/s NUMERIC
@ATTRIBUTE BwdPackets/s NUMERIC
@ATTRIBUTE MinPacketLength NUMERIC
@ATTRIBUTE MaxPacketLength NUMERIC
@ATTRIBUTE PacketLengthMean NUMERIC
@ATTRIBUTE PacketLengthStd NUMERIC
@ATTRIBUTE PacketLengthVariance NUMERIC
@ATTRIBUTE FINFlagCount NUMERIC
@ATTRIBUTE SYNFlagCount NUMERIC
@ATTRIBUTE RSTFlagCount NUMERIC
@ATTRIBUTE PSHFlagCount NUMERIC
@ATTRIBUTE ACKFlagCount NUMERIC
@ATTRIBUTE URGFlagCount NUMERIC
@ATTRIBUTE CWEFlagCount NUMERIC
@ATTRIBUTE ECEFlagCount NUMERIC
@ATTRIBUTE Down/UpRatio NUMERIC
@ATTRIBUTE AveragePacketSize NUMERIC
@ATTRIBUTE AvgFwdSegmentSize NUMERIC
@ATTRIBUTE AvgBwdSegmentSize NUMERIC
@ATTRIBUTE FwdAvgBytes/Bulk NUMERIC
@ATTRIBUTE FwdAvgPackets/Bulk NUMERIC
@ATTRIBUTE FwdAvgBulkRate NUMERIC
@ATTRIBUTE BwdAvgBytes/Bulk NUMERIC
@ATTRIBUTE BwdAvgPackets/Bulk NUMERIC
@ATTRIBUTE BwdAvgBulkRate NUMERIC
@ATTRIBUTE SubflowFwdPackets NUMERIC
@ATTRIBUTE SubflowFwdBytes NUMERIC
@ATTRIBUTE SubflowBwdPackets NUMERIC
@ATTRIBUTE SubflowBwdBytes NUMERIC
@ATTRIBUTE Init_Win_bytes_forward NUMERIC
@ATTRIBUTE Init_Win_bytes_backward NUMERIC
@ATTRIBUTE act_data_pkt_fwd NUMERIC
@ATTRIBUTE min_seg_size_forward NUMERIC
@ATTRIBUTE ActiveMean NUMERIC
@ATTRIBUTE ActiveStd NUMERIC
@ATTRIBUTE ActiveMax NUMERIC
@ATTRIBUTE ActiveMin NUMERIC
@ATTRIBUTE IdleMean NUMERIC
@ATTRIBUTE IdleStd NUMERIC
@ATTRIBUTE IdleMax NUMERIC
@ATTRIBUTE IdleMin NUMERIC
@ATTRIBUTE Label {BENIGN,SSH-Patator}

@DATA

0.7051106642092555,1.961341950162301e-05,2.2030232822843884e-05,0.0002761266457311474,1.849282296650718e-05,0.01313456889605157,0.0,0.014566587220499964,0.02247267902000394,0.2965693804403482,0.0,0.44215021813813343,0.3245431817882423,0.0,0.0,0.07051107274574106,0.31485849056603776,0.7041666691319445,1.2499998541666836e-07,0.7041666666666667,0.17583333333333334,0.5041816009557945,0.7041666666666667,7.499999500000034e-08,0.0012635666666666666,0.0002527133333333333,0.0007364239224366706,0.0011595583333333334,7.833333333333334e-07,0.0,0.0,0.0,0.0,3.612731077854821e-05,3.67170547047398e-05,1.969746e-08,3.5455428e-08,0.0,0.23336019339242547,0.436413971965487,0.4051512812397871,0.16453367905263155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.4155297228177642,0.014566587220499964,0.44215021813813343,0.0,0.0,0.0,0.0,0.0,0.0,1.961341950162301e-05,0.0002761266457311474,2.2030232822843884e-05,1.8491454274479388e-05,1.52587890625e-05,0.00360107421875,1.0145898013433168e-05,0.3442622950819672,0.00010008,0.0,9.531428571428572e-05,0.00010008,0.7041666666666667,0.0,0.7041666666666667,0.7041666666666667,BENIGN
4.6666681444449125e-07,0.0,0.0002751031636863824,8.607740941428627e-06,8.390647281101647e-07,0.00014358532557972575,0.001358695652173913,0.0005860052380851733,0.0,0.0005919494869771113,0.00410958904109589,0.002456476231911408,0.0,0.0,0.0,5.708459997859532e-07,0.0,4.666666161111166e-07,5.708459997859532e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003013863773357444,0.00024603877571105205,0.007751937983333334,0.011627906975,0.006920415224913495,0.0004307559767391773,0.0020990764061712846,0.0009248628954872527,8.553713751965388e-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.0024177949709864605,0.0005860052380851733,0.002456476231911408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.607740941428627e-06,0.0002751031636863824,8.390647281101647e-07,0.0156402587890625,1.52587890625e-05,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
0.6959016557991805,2.9420129252434516e-05,2.2030232822843884e-05,0.0006421169927357451,1.849282296650718e-05,0.015834004834810636,0.0,0.02419555696696879,0.029827138604337694,0.22242703533026115,0.0,0.44215021813813343,0.26130134715041803,0.0,0.0,0.05799181132506824,0.2830188679245283,0.6933333358888889,1.2499998541666836e-07,0.695,0.11583333333333333,0.4050179211469534,0.6933333333333334,7.499999500000034e-08,0.00295355,0.0005907099999999999,0.0012203895536791315,0.0018166,1.3333333333333334e-07,0.0,0.0,0.0,0.0,5.663830012378848e-05,3.67170547047398e-05,2.7941368999999997e-08,3.5924617e-08,0.0,0.1750201450443191,0.3879177284758604,0.33123758768020356,0.10997642594736842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.36461891860643186,0.02419555696696879,0.44215021813813343,0.0,0.0,0.0,0.0,0.0,0.0,2.9420129252434516e-05,0.0006421169927357451,2.2030232822843884e-05,1.8491454274479388e-05,0.0041961669921875,0.00360107421875,1.0145898013433168e-05,0.5409836065573771,5e-08,0.0,4.761904761904762e-08,5e-08,0.6933333333333334,0.0,0.6933333333333334,0.6933333333333334,BENIGN
3.00000030000003e-07,0.0,3.425572584457492e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0063080108363043e-07,0.0,3.00000660001452e-07,4.0919187927483383e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9975982997444138,0.9663703474239488,0.009523809523809533,0.014285714285714301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.425572584457492e-06,0.0,0.000885009765625,0.003509521484375,0.0,0.9999988794241156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1.2583335325694759e-06,9.687810312674077e-06,3.6222434727172624e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4166665194444495e-07,5.845298930424529e-07,8.666666377777788e-07,1.1666665402777914e-07,3.916666666666667e-07,1.9583333333333335e-07,3.770119093601896e-07,3.8333333333333335e-07,8.333333333333334e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998688392216247,0.9948840929154268,0.00680272109,0.003401360544,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.687810312674077e-06,0.0,3.6222434727172624e-06,0.0,1.52587890625e-05,0.0148468017578125,0.0,0.9999997802078261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
3.75000003125e-07,0.0,3.6717054704739807e-06,4.901656433097292e-06,9.569377990430621e-09,0.00024174053182917003,0.0029055690072639223,0.0012928923568491094,0.0,0.00030721966205837174,0.0030257186081694403,0.0013727820485530662,0.0,0.0,0.0,3.74999996875e-07,0.0,3.74999996875e-07,4.833332769444511e-07,0.0,0.0,0.0,0.0,6.666666222222252e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.225462155709641e-06,3.6717054704739807e-06,0.0075757575766666665,0.011363636365,0.004143646408839779,0.00024174053182917003,0.0026318624659068864,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.023255813953488372,0.003445635528330781,0.0012928923568491094,0.0013727820485530662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.901656433097292e-06,3.6717054704739807e-06,9.56866974099839e-09,0.0052490234375,0.249847412109375,0.0,0.3442622950819672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
0.00019610833496756946,0.0,3.6717054704739807e-06,3.839630872592878e-05,1.8341307814992025e-07,0.0018936341659951653,0.022760290556900726,0.010127656795318024,0.0,0.005888376856118792,0.05799293998991427,0.026311655930600437,0.0,0.0,0.0,0.00019610833169909724,0.0,0.00019610833169909724,0.0001962166437747249,0.0,0.0,0.0,0.0,6.666666222222252e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.225462155709641e-06,5.874728752758369e-06,1.4165108503333333e-05,2.1247662755e-05,0.0324585635359116,0.004633360193392426,0.03055884752226988,0.008996245473360085,8.1122807e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.040007656967840734,0.010127656795318024,0.026311655930600437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.839630872592878e-05,3.6717054704739807e-06,1.833995033691358e-07,0.0,0.0,0.0,0.3442622950819672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
8.000002533334136e-07,0.0,0.0002751031636863824,8.607740941428627e-06,8.390647281101647e-07,0.00014358532557972575,0.001358695652173913,0.0005860052380851733,0.0,0.0005919494869771113,0.00410958904109589,0.002456476231911408,0.0,0.0,0.0,9.785931424902054e-07,0.0,7.999999133333427e-07,9.785931424902054e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003013863773357444,0.00024603877571105205,0.004016064256666667,0.006024096385,0.006920415224913495,0.0004307559767391773,0.0020990764061712846,0.0009248628954872527,8.553713751965388e-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.0024177949709864605,0.0005860052380851733,0.002456476231911408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.607740941428627e-06,0.0002751031636863824,8.390647281101647e-07,0.0156402587890625,1.52587890625e-05,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
0.03351038193706742,1.9234190697383668e-05,3.513678751379119e-06,9.958288534528544e-05,7.33652312599681e-08,0.0018533440773569703,0.0,0.004140816620878641,0.00330189375636554,0.0035297728667894415,0.028065893837705917,0.012145728846169431,0.0,0.0,0.0,0.006758476629397315,0.020742190978773584,0.03292087170791283,4.621848234588008e-07,0.033510283333333335,0.008377570833333334,0.02351592583233533,0.032920775,4e-07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.6617596036511405e-05,5.621886002206591e-06,4.1446647133333334e-07,1.2433994149999999e-07,0.0,0.0018533440773569703,0.013556882371150488,0.004605015622849091,2.1181896180180178e-05,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.015392325313573884,0.004140816620878641,0.012145728846169431,0.0,0.0,0.0,0.0,0.0,0.0,1.9234190697383668e-05,9.958288534528544e-05,3.513678751379119e-06,7.336061316841825e-08,0.0054473876953125,0.005462646484375,1.006866831792827e-05,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
